Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Name
2011-04-01 00:00:00+08:00,9.505892081028312,9.505892081028312,8.653242630818019,8.918254852294922,9019100,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2011-05-01 00:00:00+08:00,8.918253194603155,9.609591111533412,8.687807588576845,9.390666961669922,10880200,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2011-06-01 00:00:00+08:00,9.37914578495038,9.390667241456471,9.033476816186353,9.275444984436035,12595100,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2011-07-01 00:00:00+08:00,9.275444357228508,10.888564637245953,9.217832683188325,10.277883529663086,9394100,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2011-08-01 00:00:00+08:00,10.128093082021792,10.19722730699057,8.987386611421162,10.162659645080566,13417700,0.75,0.0,5681.KL,PETRONAS Dagangan Berhad
2011-09-01 00:00:00+08:00,10.608223221535338,11.065267005852451,9.321284899266358,9.597916603088379,11220800,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2011-10-01 00:00:00+08:00,9.790357782211945,10.812691708723248,9.501698298649437,9.802384376525879,12392300,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2011-11-01 00:00:00+08:00,9.694135719758131,10.04293210221063,9.477641017881318,9.922657012939453,9901400,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2011-12-01 00:00:00+08:00,9.98279490460239,10.704442024230955,9.922657357876266,10.704442024230957,7609400,0.15,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-01-01 00:00:00+08:00,10.798833204050325,10.93230267533626,10.204290954035969,10.92016887664795,13578000,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-02-01 00:00:00+08:00,10.920174308139737,11.636052586816271,10.72603806113796,11.017242431640625,10938700,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-03-01 00:00:00+08:00,11.017241955904801,11.502582552451738,10.980841700449595,11.490449905395508,14817500,0.15,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-04-01 00:00:00+08:00,11.584372146913182,11.951353536102514,11.339718276320852,11.841259002685547,11693700,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-05-01 00:00:00+08:00,11.816800321822473,12.832115386055094,11.633310097337983,12.660858154296875,13083100,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-06-01 00:00:00+08:00,12.64862204413003,13.394816917485858,12.62415606470749,12.905508995056152,14614300,0.5249999999999999,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-07-01 00:00:00+08:00,13.228833828265557,13.605009430154626,13.040745429406387,13.1661376953125,10923300,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-08-01 00:00:00+08:00,13.178679413988561,14.432597504092223,13.178679413988561,14.043882369995117,7510300,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-09-01 00:00:00+08:00,14.043889327891277,14.282134552711552,13.17868594322887,14.106585502624512,10159800,0.175,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-10-01 00:00:00+08:00,14.090978082785863,14.242630930624848,13.812950673928004,13.951964378356934,6252900,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-11-01 00:00:00+08:00,14.015160690194616,14.912434313978299,13.471741096781447,14.609130859375,19257300,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2012-12-01 00:00:00+08:00,14.786056553467365,15.46848989577445,13.863508289238839,14.849245071411133,7287600,0.175,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-01-01 00:00:00+08:00,14.959705126254669,15.277996724685618,14.004830330961818,14.501365661621094,13018700,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-02-01 00:00:00+08:00,14.501359024805982,15.188868514197962,14.106677089143211,14.972430229187012,13295900,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-03-01 00:00:00+08:00,14.959701563522179,15.112481348681387,14.45043561299149,14.705068588256836,13268200,0.175,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-04-01 00:00:00+08:00,14.63581670785462,15.302830861194487,13.699432865622411,15.148904800415039,8662700,0.35,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-05-01 00:00:00+08:00,15.376167868102202,17.90197296142578,14.881422284534201,16.274520874023438,8319000,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-06-01 00:00:00+08:00,16.274520550588996,17.237971869188492,16.014128470109046,16.46981430053711,7506800,0.175,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-07-01 00:00:00+08:00,16.502347387569177,17.931065493407438,16.502347387569177,17.564054489135742,10121100,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-08-01 00:00:00+08:00,17.655805378081077,19.189383197671017,16.712064892942166,18.21942710876465,13438700,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-09-01 00:00:00+08:00,17.839310286810235,19.582608003117365,17.11839865602865,19.005878448486328,7744300,0.175,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-10-01 00:00:00+08:00,19.195186833019413,20.751909012950076,18.69386909434976,20.184629440307617,9105300,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-11-01 00:00:00+08:00,20.35613809630055,20.580411911010742,19.181998787414354,20.580411911010742,9201500,0.175,0.0,5681.KL,PETRONAS Dagangan Berhad
2013-12-01 00:00:00+08:00,20.30242769478276,21.894774692014295,19.798184246987393,20.806671142578125,6791100,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
2014-01-01 00:00:00+08:00,20.806682535259828,21.085343507267222,19.771655344669743,20.262630462646484,8295100,0.0,0.0,5681.KL,PETRONAS Dagangan Berhad
