Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Name
2011-04-01 00:00:00+08:00,3.7288509876789506,3.845118347386285,3.58766987261141,3.6333460807800293,183188500,0.28,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2011-05-01 00:00:00+08:00,3.7475253703060702,3.8545975237433865,3.6704332891278906,3.816051483154297,136475100,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2011-06-01 00:00:00+08:00,3.8460318668183984,3.85459783584192,3.7175455990486417,3.8289003372192383,236904100,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2011-07-01 00:00:00+08:00,3.8417495196253855,3.854598065478232,3.734677351139879,3.7518088817596436,188706100,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2011-08-01 00:00:00+08:00,3.743242397829993,3.7946369826266504,3.5119665620211062,3.7346768379211426,242940600,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2011-09-01 00:00:00+08:00,3.7346767830093484,3.8545974791049957,3.1479212337576286,3.4263088703155518,202138400,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2011-10-01 00:00:00+08:00,3.4091772223800563,3.606189991830958,3.3192366013601267,3.5804924964904785,126835500,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2011-11-01 00:00:00+08:00,3.580492591188626,3.649019111093041,3.383480020750982,3.554795503616333,111475200,0.32,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2011-12-01 00:00:00+08:00,3.74390645125632,3.8241331577301025,3.614652549190595,3.8241331577301025,106825600,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2012-01-01 00:00:00+08:00,3.8241323485543393,3.8241323485543393,3.6413941558582077,3.6547651290893555,132073500,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2012-02-01 00:00:00+08:00,3.654765093124349,3.922187105449172,3.654765093124349,3.899901866912842,135034000,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2012-03-01 00:00:00+08:00,3.8954460294180038,3.9667584764009685,3.8508759625815068,3.953387498855591,184258400,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2012-04-01 00:00:00+08:00,3.9667585065076345,4.00687186450393,3.797391656165499,3.846418857574463,153411300,0.04,0.0,1155.KL,Malayan Banking Berhad (Maybank)
2012-05-01 00:00:00+08:00,3.863822561275577,3.9488891494079974,3.751892592850371,3.917548894882202,132714000,0.0,0.0,1155.KL,Malayan Banking Berhad (Maybank)
